#	NAME	P0	P1	DIST	ZZ	XX	YY	AGE	BSURF	EDOT
		(s)	(unit)	(kpc)	(kpc)	(kpc)	(kpc)	(Yr)	(G)	(ergs/s)
1992	J1926+0737	0.318062051	3.75E-16	8.722	-0.647	6.014	2.216	1.34E+07	3.49E+11	4.60E+32
1993	J1901+0435	0.690576358	8.67E-15	8.724	-0.023	5.391	1.641	1.26E+06	2.48E+12	1.00E+33
1994	J1409-6953	0.528590779	8.40E-16	8.751	-1.223	-6.679	2.98	9.97E+06	6.74E+11	2.20E+32
1995	J1907+0249	0.35187944	1.14E-15	8.751	-0.355	5.299	1.545	4.91E+06	6.40E+11	1.00E+33
1996	J1744-5337	0.355665849	1.90E-16	8.783	-1.893	-3.143	0.52	2.97E+07	2.63E+11	1.70E+32
1997	J1835-0522	1.087749188	4.70E-16	8.791	0.179	3.894	0.62	3.64E+07	7.26E+11	1.50E+31
1998	J1905+0600	0.441209732	1.11E-15	8.797	-0.042	5.636	1.745	6.28E+06	7.09E+11	5.10E+32
1999	J1848-0511	1.637129007	8.86E-15	8.799	-0.255	4.122	0.73	2.93E+06	3.85E+12	8.00E+31
2000	J1938+2010	0.687081857	3.40E-15	8.812	-0.103	7.315	3.587	3.20E+06	1.55E+12	4.10E+32
2001	J1743-3153	0.1931054	1.06E-14	8.819	-0.171	-0.428	-0.307	2.90E+05	1.45E+12	5.80E+34
2002	J1649-3805	0.262025693	3.67E-17	8.839	0.647	-2.16	-0.047	1.13E+08	9.92E+10	8.00E+31
2003	J1750-2043	5.639047079	7.90E-15	8.84	0.514	1.166	-0.248	1.12E+07	6.78E+12	1.80E+30
2004	J1624+8643	0.395763022	2.55E-16	8.854	4.3	6.708	12.361	2.46E+07	3.21E+11	1.60E+32
2005	J1908+0909	0.336554652	3.49E-14	8.906	0.077	6.07	1.984	1.53E+05	3.47E+12	3.60E+34
2006	J1331-5245	0.648116647	5.10E-16	8.933	1.497	-6.846	2.96	2.01E+07	5.82E+11	7.40E+31
2007	J1220-6318	0.789212012	8.00E-17	8.948	-0.102	-7.792	4.102	1.56E+08	2.55E+11	6.50E+30
2008	J2044+4614	1.392715464	6.30E-16	8.952	0.329	8.917	7.787	3.50E+07	9.48E+11	9.20E+30
2009	J1819-1408	1.788490453	2.59E-15	8.976	0.062	2.594	-0.093	1.09E+07	2.18E+12	1.80E+31
2010	J1050-5953	6.4520766	3.81E-11	9	-0.082	-8.547	5.681	2.68E+03	5.02E+14	5.60E+33
2011	J1859+0603	0.50856108	1.59E-15	9.003	0.147	5.698	1.531	5.07E+06	9.10E+11	4.80E+32
2012	J2027+4557	1.099651368	3.09E-16	9.005	0.69	8.918	7.462	5.63E+07	5.90E+11	9.20E+30
2013	J1921+1544	0.143575681	9.80E-16	9.038	0.096	6.958	2.733	2.32E+06	3.80E+11	1.30E+34
2014	J1722-4400	0.218554096	3.74E-16	9.068	-0.683	-2.364	-0.228	9.26E+06	2.89E+11	1.40E+33
2015	J0137+6349	0.717962727	9.60E-16	9.097	0.223	7.171	14.093	1.19E+07	8.40E+11	1.00E+32
2016	J1853+0505	0.905137354	1.28E-15	9.127	0.312	5.572	1.278	1.12E+07	1.09E+12	6.80E+31
2017	J1845-1351	2.618918467	9.72E-15	9.175	-0.787	3.106	-0.098	4.27E+06	5.11E+12	2.10E+31
2018	J1823-1126	1.846534202	3.65E-14	9.274	0.151	3.106	-0.237	8.01E+05	8.31E+12	2.30E+32
2019	J1700-3611	1.494090615	4.32E-15	9.288	0.595	-1.82	-0.589	5.47E+06	2.57E+12	5.10E+31
2020	J1929+3817	0.814215242	6.10E-16	9.321	1.569	8.697	5.535	2.12E+07	7.13E+11	4.50E+31
2021	J1833-0556	1.52154517	1.28E-15	9.39	0.202	4.06	0.035	1.88E+07	1.41E+12	1.40E+31
2022	J1916+0852	2.18274599	1.31E-14	9.391	-0.237	6.483	1.71	2.64E+06	5.41E+12	5.00E+31
2023	J1726-4006	0.882778266	3.33E-15	9.401	-0.445	-1.875	-0.701	4.20E+06	1.73E+12	1.90E+32
2024	J1845-0635	0.340527647	4.49E-15	9.407	-0.263	4.173	0.074	1.20E+06	1.25E+12	4.50E+33
2025	J1227-6208	0.034527835	1.87E-19	9.47	0.098	-8.194	3.753	2.92E+09	2.57E+09	1.80E+32
2026	J1907+0345	0.240153263	8.22E-15	9.481	-0.297	5.844	1.04	4.63E+05	1.42E+12	2.30E+34
2027	J1704-5236	0.230708492	5.20E-17	9.485	-1.134	-3.823	-0.106	7.03E+07	1.11E+11	1.70E+32
2028	J1854+0319	0.628540823	5.51E-17	9.525	0.157	5.622	0.813	1.81E+08	1.88E+11	8.80E+30
2029	J1531-4012	0.356849313	9.63E-17	9.528	2.162	-4.192	0.221	5.87E+07	1.88E+11	8.40E+31
2030	J1201-6306	0.592136029	3.56E-15	9.538	-0.132	-8.474	4.125	2.64E+06	1.47E+12	6.80E+32
2031	J1210-6322	1.163185714	9.25E-15	9.548	-0.143	-8.398	3.96	1.99E+06	3.32E+12	2.30E+32
2032	J1909+0616	0.755992761	2.06E-14	9.559	-0.202	6.222	1.246	5.82E+05	3.99E+12	1.90E+33
2033	J2013-0649	0.580187269	6.01E-16	9.576	-3.477	5.266	1.297	1.53E+07	5.97E+11	1.20E+32
2034	J1841-0456	11.7889784	4.09E-11	9.6	-0.001	4.416	-0.024	4.57E+03	7.03E+14	9.90E+32
2035	J1749-2146	2.714555561	7.08E-15	9.601	0.499	1.097	-1.025	6.08E+06	4.44E+12	1.40E+31
2036	J1931+1952	0.501123113	1.01E-16	9.625	0.076	7.897	2.998	7.88E+07	2.27E+11	3.20E+31
2037	J1534-4428	1.221425959	1.80E-16	9.64	1.551	-4.589	0.166	1.08E+08	4.74E+11	3.90E+30
2038	J1705-3936	0.854481664	1.93E-14	9.673	0.143	-2.25	-0.907	7.03E+05	4.11E+12	1.20E+33
2039	J1928-0108	2.365714025	2.80E-15	9.696	-1.471	5.651	0.76	1.34E+07	2.60E+12	8.30E+30
2040	J1842-0905	0.344646012	1.05E-14	9.713	-0.362	3.918	-0.38	5.21E+05	1.92E+12	1.00E+34
2041	J1622-4332	0.916937523	1.56E-15	9.762	0.739	-3.594	-0.546	9.28E+06	1.21E+12	8.00E+31
2042	J0719-2545	0.974724731	7.28E-15	9.81	-0.996	-8.36	13.536	2.12E+06	2.70E+12	3.10E+32
2043	B1715-40	0.189094493	1.67E-15	9.826	-0.263	-2.1	-1.095	1.80E+06	5.68E+11	9.70E+33
2044	J1827-0750	0.270502039	1.54E-15	9.83	0.309	3.867	-0.532	2.77E+06	6.54E+11	3.10E+33
2045	B1222-63	0.419617792	9.46E-16	9.846	-0.243	-8.513	3.559	7.03E+06	6.38E+11	5.10E+32
2046	J1224-6208	0.585761208	2.02E-14	9.876	0.097	-8.568	3.589	4.60E+05	3.48E+12	4.00E+33
2047	J1640-4951	0.739098946	3.34E-16	9.894	-0.383	-4.048	-0.52	3.51E+07	5.03E+11	3.30E+31
2048	J1352-6803	0.628902546	1.23E-15	9.902	-1.012	-7.697	2.353	8.07E+06	8.91E+11	2.00E+32
2049	J1245-6238	2.283093351	1.09E-14	9.956	0.037	-8.422	3.19	3.31E+06	5.05E+12	3.60E+31
2050	J1840-1122	0.940961617	6.41E-15	9.981	-0.478	3.663	-0.772	2.33E+06	2.48E+12	3.00E+32
2051	J1141-6545	0.393898815	4.31E-15	10	-0.674	-8.983	4.159	1.45E+06	1.32E+12	2.80E+33
2052	J1852+0040	0.104912611	8.68E-18	10	0.007	5.544	0.177	1.92E+08	3.05E+10	3.00E+32
2053	J2022+3842	0.04857878	8.61E-14	10	0.168	9.738	6.232	8.94E+03	2.07E+12	3.00E+37
2054	J1233-6312	0.564759389	6.92E-15	10.02	-0.071	-8.596	3.352	1.29E+06	2.00E+12	1.50E+33
2055	J1952+2630	0.020732361	4.27E-18	10.033	-0.066	8.959	3.985	7.69E+07	9.52E+09	1.90E+34
2056	J1906+0414	1.043361629	1.15E-14	10.069	-0.265	6.263	0.62	1.44E+06	3.50E+12	4.00E+32
2057	J1954+4357	1.38704116	2.20E-15	10.092	1.434	9.79	6.513	9.98E+06	1.77E+12	3.30E+31
2058	J1816-1446	0.594499816	1.33E-15	10.097	0.146	2.755	-1.213	7.10E+06	8.98E+11	2.50E+32
2059	J1830-1414	0.77149252	7.60E-17	10.1	-0.32	3.093	-1.11	1.60E+08	2.45E+11	6.50E+30
2060	J1632-4621	1.709154495	7.60E-14	10.101	0.194	-3.86	-0.832	3.56E+05	1.15E+13	6.00E+32
2061	J1831-1423	0.507945195	1.09E-15	10.121	-0.389	3.103	-1.126	7.35E+06	7.55E+11	3.30E+32
2062	J1858-0736	0.551058591	5.06E-15	10.144	-0.898	4.581	-0.506	1.73E+06	1.69E+12	1.20E+33
2063	J1823-1807	1.636792452	2.80E-16	10.147	-0.383	2.39	-1.354	9.31E+07	6.83E+11	2.50E+30
2064	J1920+1040	2.215801739	6.48E-15	10.151	-0.282	7.273	1.424	5.42E+06	3.83E+12	2.40E+31
2065	J1806-1618	0.66830921	8.62E-16	10.156	0.392	2.339	-1.375	1.23E+07	7.68E+11	1.10E+32
2066	J1924+1631	2.935186459	3.64E-13	10.183	0.057	7.959	2.148	1.28E+05	3.31E+13	5.70E+32
2067	J1342+2822B	0.002389421	1.86E-20	10.2	10.003	1.342	7.021	2.04E+09	2.13E+08	5.40E+34
2068	J1636-4933	0.430366558	1.51E-15	10.229	-0.279	-4.217	-0.815	4.53E+06	8.15E+11	7.50E+32
2069	J1303-6305	2.306641554	2.18E-15	10.248	-0.043	-8.472	2.734	1.68E+07	2.27E+12	7.00E+30
2070	J1830-0052	0.345698034	2.37E-16	10.252	0.76	5.074	-0.376	2.31E+07	2.89E+11	2.30E+32
2071	J1832-0644	0.744295419	3.71E-14	10.253	0.191	4.301	-0.805	3.18E+05	5.32E+12	3.60E+33
2072	J1632-1013	0.717637328	6.60E-17	10.272	4.282	0.961	-0.787	1.72E+08	2.20E+11	7.00E+30
2073	J1915+0227	0.317306233	2.99E-16	10.276	-0.738	6.285	0.404	1.68E+07	3.12E+11	3.70E+32
2074	B2025+21	0.398173022	2.03E-16	10.295	-1.715	9.088	3.977	3.11E+07	2.88E+11	1.30E+32
2075	J1235-6354	0.256777653	1.97E-16	10.296	-0.195	-8.802	3.163	2.07E+07	2.28E+11	4.60E+32
2076	J1855+0700	0.258684648	7.52E-16	10.336	0.422	6.585	0.544	5.45E+06	4.46E+11	1.70E+33
2077	J1233-6344	0.756891934	3.88E-15	10.379	-0.171	-8.898	3.16	3.09E+06	1.73E+12	3.50E+32
2078	B2127+11B	0.056133036	9.54E-18	10.4	-4.772	8.376	4.597	9.32E+07	2.34E+10	2.10E+33
2079	B2127+11C	0.030529296	4.99E-18	10.4	-4.772	8.377	4.599	9.70E+07	1.25E+10	6.90E+33
2080	B2127+11E	0.004651435	1.78E-19	10.4	-4.772	8.376	4.597	4.14E+08	9.21E+08	7.00E+34
2081	B2127+11F	0.004027043	3.20E-20	10.4	-4.771	8.376	4.596	1.99E+09	3.63E+08	1.90E+34
2082	B2127+11G	0.037660167	2.00E-18	10.4	-4.772	8.376	4.596	2.98E+08	8.78E+09	1.50E+33
2083	B2127+11H	0.006743394	2.40E-20	10.4	-4.772	8.376	4.596	4.45E+09	4.07E+08	3.10E+33
2084	J1736-2843	6.445036086	3.00E-14	10.415	0.321	-0.156	-1.909	3.40E+06	1.41E+13	4.40E+30
2085	J1415-6621	0.392478973	5.80E-16	10.428	-0.881	-7.814	1.651	1.07E+07	4.83E+11	3.80E+32
2086	J1844-0030	0.641097851	6.08E-15	10.44	0.232	5.486	-0.379	1.67E+06	2.00E+12	9.10E+32
2087	J1922+1131	0.56207429	2.57E-17	10.486	-0.293	7.636	1.32	3.47E+08	1.22E+11	5.70E+30
2088	J1953+1149	0.851890277	2.87E-15	10.52	-1.479	8.062	1.905	4.71E+06	1.58E+12	1.80E+32
2089	B1904+12	0.827097371	1.95E-15	10.526	0.436	7.578	1.207	6.73E+06	1.28E+12	1.40E+32
2090	J1928+1923	0.817329808	6.35E-15	10.566	0.187	8.577	2.332	2.04E+06	2.31E+12	4.60E+32
2091	B1924+19	1.346012185	1.43E-15	10.569	0.259	8.565	2.313	1.49E+07	1.40E+12	2.30E+31
2092	J1801-0857B	0.028961588	2.19E-18	10.6	1.248	3.466	-1.439	2.09E+08	8.06E+09	3.60E+33
2093	J1801-0857D	0.004226532	6.90E-21	10.6	1.245	3.468	-1.439	9.71E+09	1.73E+08	3.60E+33
2094	J1654-4245	1.101554693	5.12E-14	10.606	0.105	-3.143	-1.629	3.41E+05	7.60E+12	1.50E+33
2095	J1348-6307	0.927772239	3.79E-15	10.64	-0.179	-8.226	1.754	3.88E+06	1.90E+12	1.90E+32
2096	J1835-0600	2.221787148	8.43E-15	10.644	0.154	4.625	-1.085	4.18E+06	4.38E+12	3.00E+31
2097	J1614-3937	0.407292274	1.59E-16	10.65	1.52	-3.605	-1.406	4.07E+07	2.57E+11	9.30E+31
2098	J1248-6344	0.198335136	1.69E-14	10.699	-0.162	-9.009	2.731	1.86E+05	1.85E+12	8.60E+34
2099	J1655-3048	0.542935874	3.66E-17	10.705	1.468	-1.431	-2.007	2.35E+08	1.43E+11	9.00E+30
2100	J1301-6305	0.184528095	2.67E-13	10.717	-0.046	-8.874	2.492	1.10E+04	7.10E+12	1.70E+36
2101	J1656-3621	0.730133707	1.28E-15	10.733	0.794	-2.223	-1.97	9.07E+06	9.76E+11	1.30E+32
2102	J1840-1207	0.754470427	3.20E-15	10.764	-0.6	3.841	-1.537	3.74E+06	1.57E+12	2.90E+32
2103	J1307-6318	4.962427253	2.11E-14	10.783	-0.094	-8.856	2.349	3.72E+06	1.04E+13	6.80E+30
2104	J2004+3429	0.240952642	2.07E-13	10.783	0.296	10.217	5.066	1.85E+04	7.14E+12	5.80E+35
2105	J1803-1857	2.864337736	1.52E-14	10.784	0.269	2.007	-2.092	2.99E+06	6.67E+12	2.50E+31
2106	J1631-4155	0.551241254	8.80E-18	10.801	0.816	-3.578	-1.658	9.91E+08	7.05E+10	2.10E+30
2107	J1701-4958	0.804304237	1.10E-16	10.823	-0.913	-4.069	-1.487	1.16E+08	3.01E+11	8.30E+30
2108	J1915+0838	0.342776797	1.57E-15	10.84	-0.245	7.438	0.618	3.46E+06	7.43E+11	1.50E+33
2109	J1244-6531	1.54681894	7.18E-15	10.862	-0.504	-9.179	2.714	3.41E+06	3.37E+12	7.70E+31
2110	J1959+3620	0.406081181	3.60E-17	10.888	0.654	10.362	5.222	1.79E+08	1.22E+11	2.10E+31
2111	J1854-1557	3.453121181	4.52E-15	10.896	-1.507	3.517	-1.702	1.21E+07	4.00E+12	4.30E+30
2112	B1930+22	0.144469765	5.76E-14	10.9	0.296	9.175	2.623	3.98E+04	2.92E+12	7.50E+35
2113	J1019-5749	0.16249871	2.01E-14	10.913	-0.129	-10.596	5.89	1.28E+05	1.83E+12	1.80E+35
2114	J1732-3729	2.184001347	1.30E-15	10.938	-0.422	-1.656	-2.304	2.66E+07	1.71E+12	4.90E+30
2115	J1927+0911	0.290305256	6.35E-17	10.939	-0.707	7.749	0.811	7.24E+07	1.37E+11	1.00E+32
2116	J1855+0422	1.67810633	9.30E-16	10.948	0.201	6.635	-0.206	2.86E+07	1.26E+12	7.80E+30
2117	J1904+0800	0.263344726	1.73E-14	10.966	0.165	7.265	0.288	2.41E+05	2.16E+12	3.70E+34
2118	J1646-5123	0.530075207	2.10E-15	10.974	-0.752	-4.579	-1.445	4.00E+06	1.07E+12	5.60E+32
2119	J1916+0844	0.439995272	2.90E-15	11.008	-0.287	7.58	0.523	2.40E+06	1.14E+12	1.30E+33
2120	J1910+0517	0.308047947	7.31E-16	11.021	-0.353	7.057	0.042	6.68E+06	4.80E+11	9.90E+32
2121	J1617-4608	0.567080222	1.65E-14	11.077	0.607	-4.526	-1.592	5.46E+05	3.09E+12	3.60E+33
2122	J1809-0119	0.744976402	2.29E-15	11.085	1.663	4.969	-1.268	5.15E+06	1.32E+12	2.20E+32
2123	J1509-6015	0.339038449	2.12E-15	11.09	-0.351	-7.239	0.106	2.53E+06	8.58E+11	2.10E+33
2124	J1754-2422	2.090248077	8.30E-16	11.097	0.12	0.957	-2.555	3.99E+07	1.33E+12	3.60E+30
2125	J1811-0154	0.924944823	1.61E-15	11.112	1.552	4.929	-1.337	9.11E+06	1.23E+12	8.00E+31
2126	J1518-3952	0.49919589	2.37E-16	11.145	2.831	-5.165	-0.961	3.34E+07	3.48E+11	7.50E+31
2127	J1702-4428	2.123505704	3.30E-15	11.151	-0.331	-3.374	-2.123	1.02E+07	2.68E+12	1.40E+31
2128	J1933+0758	0.437454407	2.18E-16	11.157	-1.082	7.831	0.627	3.18E+07	3.13E+11	1.00E+32
2129	J1745+1252	1.059848758	5.63E-16	11.167	3.874	6.358	0.177	2.98E+07	7.82E+11	1.90E+31
2130	J1941+2525	2.306152697	1.61E-13	11.168	0.246	9.769	3.093	2.27E+05	1.95E+13	5.20E+32
2131	J1812-20	1.903111982	2.40E-16	11.219	-0.259	1.939	-2.547	1.26E+08	6.84E+11	1.40E+30
2132	J1717-5800	0.321793347	1.96E-16	11.223	-2.233	-5.05	-1.271	2.61E+07	2.54E+11	2.30E+32
2133	J1309-6526	0.398292163	1.84E-17	11.256	-0.516	-9.238	2.09	3.43E+08	8.66E+10	1.10E+31
2134	J1504-5659	1.672372343	1.43E-15	11.274	0.259	-7.195	-0.175	1.86E+07	1.56E+12	1.20E+31
2135	J1908+0457	0.846792846	9.80E-16	11.278	-0.289	7.136	-0.229	1.37E+07	9.22E+11	6.40E+31
2136	J1708-3641	0.587566794	1.35E-16	11.313	0.42	-2.112	-2.606	6.90E+07	2.85E+11	2.60E+31
2137	J1908+0833	0.512110723	1.99E-15	11.32	0.034	7.643	0.15	4.08E+06	1.02E+12	5.80E+32
2138	J1302-6313	0.967846213	6.33E-15	11.331	-0.075	-9.376	2.138	2.42E+06	2.50E+12	2.80E+32
2139	J1734-2859	0.301455878	8.00E-18	11.352	0.42	-0.278	-2.841	5.97E+08	4.97E+10	1.20E+31
2140	J1637-4450	0.252869847	5.76E-16	11.423	0.294	-4.046	-2.178	6.96E+06	3.86E+11	1.40E+33
2141	J1306-6242	0.981902118	5.86E-15	11.43	0.024	-9.399	1.995	2.65E+06	2.43E+12	2.40E+32
2142	J1530-6343	0.910319586	8.25E-16	11.447	-1.217	-7.391	-0.156	1.75E+07	8.77E+11	4.30E+31
2143	J1632-4509	1.046809877	1.49E-14	11.498	0.402	-4.241	-2.18	1.11E+06	3.99E+12	5.10E+32
2144	J1732-4156	0.323434056	6.61E-16	11.528	-0.946	-2.469	-2.721	7.75E+06	4.68E+11	7.70E+32
2145	J1905+0902	0.218252913	3.50E-15	11.553	0.213	7.812	-0.009	9.88E+05	8.84E+11	1.30E+34
2146	J1741-2719	0.346796929	8.10E-17	11.562	0.324	0.183	-3.056	6.82E+07	1.69E+11	7.60E+31
2147	J1622-3751	0.731462723	2.57E-15	11.596	1.698	-3.483	-2.429	4.51E+06	1.39E+12	2.60E+32
2148	J1305-6203	0.427773663	3.22E-14	11.6	0.156	-9.552	1.92	2.11E+05	3.75E+12	1.60E+34
2149	J1750-3703A	0.111600837	5.66E-18	11.6	-1.013	-1.302	-2.982	3.12E+08	2.54E+10	1.60E+32
2150	J1750-3703B	0.006074542	1.92E-20	11.6	-1.012	-1.303	-2.982	5.02E+09	3.45E+08	3.40E+33
2151	J1750-3703D	0.005139937	4.93E-19	11.6	-1.012	-1.302	-2.982	1.65E+08	1.61E+09	1.40E+35
2152	J1649-5553	0.613570704	1.70E-15	11.604	-1.444	-5.392	-1.673	5.73E+06	1.03E+12	2.90E+32
2153	J1700-3919	0.560503533	5.00E-18	11.634	0.371	-2.781	-2.791	1.77E+09	5.37E+10	1.10E+30
2154	J1324-6302	2.483803693	9.79E-16	11.685	-0.082	-9.376	1.527	4.02E+07	1.58E+12	2.50E+30
2155	J1855+0527	1.393484482	2.67E-13	11.706	0.335	7.241	-0.692	8.26E+04	1.95E+13	3.90E+33
2156	J1848+0351	0.191442663	6.73E-17	11.77	0.486	6.922	-1.007	4.51E+07	1.15E+11	3.80E+32
2157	J1916+0748	0.541752114	1.07E-14	11.779	-0.421	7.994	-0.141	8.02E+05	2.44E+12	2.70E+33
2158	J1907+0534	1.138402713	3.15E-15	11.835	-0.204	7.561	-0.602	5.73E+06	1.92E+12	8.40E+31
2159	B1316-60	0.284352672	1.53E-15	11.852	0.36	-9.546	1.484	2.95E+06	6.67E+11	2.60E+33
2160	J1329-6158	1.565217964	3.39E-14	11.872	0.117	-9.439	1.3	7.32E+05	7.37E+12	3.50E+32
2161	B1302-64	0.57165179	4.03E-15	11.9	-0.435	-9.811	1.78	2.25E+06	1.54E+12	8.50E+32
2162	J1309-6415	0.619453557	8.79E-15	11.977	-0.306	-9.824	1.655	1.12E+06	2.36E+12	1.50E+33
2163	J1738-2736	0.627715518	4.62E-15	11.991	0.435	0.057	-3.483	2.15E+06	1.72E+12	7.40E+32
2164	B1323-63	0.792673877	3.09E-15	11.992	-0.321	-9.605	1.328	4.06E+06	1.58E+12	2.40E+32
2165	J1843-1507	0.583550377	7.20E-15	12.02	-1.075	3.81	-2.849	1.28E+06	2.07E+12	1.40E+33
2166	J1638-4417	0.117802006	1.61E-15	12.027	0.363	-4.157	-2.78	1.16E+06	4.40E+11	3.90E+34
2167	J1733-2533	0.659794142	2.10E-15	12.04	0.859	0.299	-3.506	4.98E+06	1.19E+12	2.90E+32
2168	J1730-2900	1.538426726	8.85E-15	12.054	0.593	-0.394	-3.533	2.75E+06	3.73E+12	9.60E+31
2169	J1901+0459	0.87704381	1.57E-14	12.063	0.018	7.508	-0.942	8.86E+05	3.75E+12	9.20E+32
2170	J0514-4002A	0.004990575	7.00E-22	12.1	-6.947	-8.943	12.763	1.13E+11	5.97E+07	2.20E+32
2171	J1828-0611	0.269414732	1.46E-15	12.114	0.482	5.073	-2.49	2.92E+06	6.35E+11	2.90E+33
2172	J1319-6105	0.421118114	1.50E-15	12.194	0.34	-9.822	1.282	4.44E+06	8.05E+11	7.90E+32
2173	J1934+2352	0.178431524	1.31E-13	12.204	0.386	10.452	2.211	2.16E+04	4.89E+12	9.10E+35
2174	J1322-6241	0.506058414	2.59E-15	12.236	-0.009	-9.837	1.224	3.10E+06	1.16E+12	7.90E+32
2175	J1857+0526	0.349951178	6.93E-15	12.257	0.254	7.618	-1.099	8.00E+05	1.58E+12	6.40E+33
2176	J1850+0242	0.004479864	1.63E-19	12.31	0.301	7.105	-1.548	4.37E+08	8.64E+08	7.10E+34
2177	J1949+3426	0.388539168	2.02E-16	12.347	0.923	11.549	4.232	3.04E+07	2.84E+11	1.40E+32
2178	B1334-61	1.239000579	1.38E-14	12.363	0.066	-9.692	0.826	1.42E+06	4.18E+12	2.90E+32
2179	J1519-6308	1.254051631	5.96E-15	12.367	-1.055	-8.125	-0.763	3.33E+06	2.77E+12	1.20E+32
2180	J1322-6329	2.764209421	1.11E-14	12.376	-0.179	-9.965	1.162	3.95E+06	5.60E+12	2.10E+31
2181	J1405-5641	0.617574685	1.20E-15	12.383	1.023	-9.03	0.088	8.17E+06	8.70E+11	2.00E+32
2182	J1752-2410	0.191036694	6.18E-16	12.399	0.225	1.065	-3.851	4.90E+06	3.48E+11	3.50E+33
2183	B1900-06	0.431889309	3.38E-15	12.449	-1.232	5.907	-2.389	2.02E+06	1.22E+12	1.70E+33
2184	J1636-4440	0.206648509	4.67E-14	12.455	0.391	-4.425	-3.136	7.01E+04	3.14E+12	2.10E+35
2185	J1813-2242	0.328514216	4.78E-17	12.474	-0.507	1.848	-3.826	1.09E+08	1.27E+11	5.30E+31
2186	J1803-1920	0.443648922	3.30E-16	12.534	0.293	2.248	-3.827	2.13E+07	3.87E+11	1.50E+32
2187	B1338-62	0.193339746	2.53E-13	12.599	-0.008	-9.829	0.617	1.21E+04	7.08E+12	1.40E+36
2188	J1848+0604	2.218602647	3.74E-15	12.6	0.731	7.755	-1.404	9.41E+06	2.91E+12	1.40E+31
2189	J1830-1313	0.747187668	1.71E-15	12.631	-0.328	4.074	-3.451	6.91E+06	1.15E+12	1.60E+32
2190	J1749-2347	0.874485882	2.42E-15	12.646	0.434	1.064	-4.094	5.72E+06	1.47E+12	1.40E+32
2191	J1851+0233	0.344018308	2.18E-15	12.653	0.272	7.288	-1.839	2.50E+06	8.77E+11	2.10E+33
2192	J1659-4439	0.353293033	2.50E-17	12.689	-0.301	-3.945	-3.556	2.24E+08	9.51E+10	2.20E+31
2193	B1746-30	0.609873649	7.87E-15	12.731	-0.276	-0.12	-4.227	1.23E+06	2.22E+12	1.40E+33
2194	J1640-4631	0.206443048	9.76E-13	12.75	-0.004	-4.71	-3.348	3.35E+03	1.44E+13	4.40E+36
2195	J1317-6302	0.261270556	1.02E-16	12.771	-0.073	-10.344	1.01	4.04E+07	1.66E+11	2.30E+32
2196	J1806-1920	0.879790876	1.70E-17	12.793	0.179	2.362	-4.072	8.19E+08	1.24E+11	9.90E+29
2197	J1707-4729	0.266473637	1.56E-15	12.833	-0.925	-4.289	-3.56	2.71E+06	6.53E+11	3.30E+33
2198	J1750-2438	0.712794037	1.08E-14	12.845	0.266	0.961	-4.306	1.05E+06	2.81E+12	1.20E+33
2199	J1802-2426	0.56900709	8.56E-15	12.876	-0.199	1.286	-4.31	1.05E+06	2.23E+12	1.80E+33
2200	J1337-6306	0.207953012	3.56E-16	12.932	-0.157	-10.177	0.522	9.26E+06	2.75E+11	1.60E+33
2201	B1658-37	2.454618043	1.11E-14	12.947	0.64	-2.743	-4.137	3.50E+06	5.29E+12	3.00E+31
2202	J1327-6400	0.280677974	3.12E-14	12.991	-0.318	-10.394	0.714	1.43E+05	2.99E+12	5.60E+34
2203	J1808-2024	7.55592	5.49E-10	13	-0.055	2.256	-4.303	218	2.06E+15	5.00E+34
2204	J1818-1116	0.544799525	3.82E-15	13.007	0.469	4.263	-3.78	2.26E+06	1.46E+12	9.30E+32
2205	J1707-4341	0.890594496	5.70E-15	13.009	-0.435	-3.688	-3.968	2.48E+06	2.28E+12	3.20E+32
2206	J1919+1314	0.571399861	3.79E-15	13.026	-0.02	9.664	-0.234	2.39E+06	1.49E+12	8.00E+32
2207	J2010+3230	1.442447521	3.62E-15	13.034	-0.113	12.278	4.126	6.32E+06	2.31E+12	4.80E+31
2208	J1413-6222	0.292407702	2.23E-15	13.087	-0.226	-9.687	-0.296	2.08E+06	8.17E+11	3.50E+33
2209	J1857+0809	0.502923871	4.74E-15	13.138	0.561	8.584	-1.43	1.68E+06	1.56E+12	1.50E+33
2210	J1714-3810	3.824936	5.88E-11	13.2	0.086	-2.591	-4.443	1.03E+03	4.80E+14	4.10E+34
2211	J1833-0209	0.291930632	2.75E-15	13.36	0.721	6.451	-3.177	1.68E+06	9.07E+11	4.40E+33
2212	J1737-3320	0.81627308	2.25E-15	13.384	-0.186	-1.095	-4.838	5.75E+06	1.37E+12	1.60E+32
2213	J1719-4302	0.2354752	3.92E-16	13.437	-0.779	-3.395	-4.478	9.52E+06	3.07E+11	1.20E+33
2214	J1649-3935	0.770909761	3.91E-17	13.459	0.784	-3.573	-4.452	3.12E+08	1.76E+11	3.40E+30
2215	J1410-6132	0.050051946	3.20E-14	13.51	-0.022	-10.009	-0.574	2.48E+04	1.28E+12	1.00E+37
2216	J1819-1008	0.301489849	1.32E-15	13.539	0.552	4.69	-4.189	3.62E+06	6.39E+11	1.90E+33
2217	J2005+3547	0.615033895	2.81E-16	13.558	0.516	12.927	4.444	3.47E+07	4.21E+11	4.80E+31
